Id,attempts,comments,blank_line,lloc,sloc,system_access,exam_grade_codebench,delete_average,average_log_rows,submission_per_exercise,sucess_average,test_average,exercises_list_grade,exercises_list_grade_check_plagiarism,copy_paste_proportion,sintaxe_error,IDE_usage,keystroke_latency,jadud,watson,cont_condition,cont_cicle,cont_variable,error,Media_final
1088,0.0,0,0,0,0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1175,0.0,0,0,0,0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1278,8,6,12,48,48,63,0.0,38.0,442.0,2.67,0.11,5.0,0.5,0.5,26.93,0.25,10.04,3.91,20.0,5.0,0.0,0.0,0.0,0.58,2.59
1279,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.01
1280,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1281,71,5,3,267,264,69,10.0,137.64,1614.82,4.27,0.27,28.09,5.0,5.0,0.14,0.42,248.47,4.17,86.09,56.18,4.64,0.83,4.83,3.0,8.31
1283,74,0,44,189,202,51,1.65,12.91,54.7,3.64,0.47,2.0,4.0,0.0,2.36,0.39,4.05,0.0,20.91,30.45,1.82,0.83,3.27,2.67,8.39
1284,133,16,5,269,270,104,8.35,163.83,1497.17,4.91,0.5,29.83,5.0,5.0,0.2,0.35,273.08,3.11,79.92,16.36,4.36,0.73,4.27,2.92,8.67
1285,26,13,46,189,203,68,0.0,11.73,171.27,1.73,0.47,0.27,5.0,0.0,1.78,0.27,7.7,0.0,1.18,7.73,1.73,0.73,4.0,2.75,7.93
1286,23,0,0,166,168,154,10.0,82.64,786.91,1.64,0.73,13.91,5.0,0.0,0.28,0.26,133.64,3.83,31.45,5.0,1.91,0.75,3.2,3.0,6.65
1287,17,0,2,18,21,27,5.0,79.5,840.5,8.5,0.03,23.0,0.0,0.0,0.1,0.29,0.0,0.0,221.5,61.5,1.5,0.0,2.5,0.42,5.39
1289,0.0,0,0,0,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,3.91
1290,0.0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.11
1291,43,3,35,166,173,50,8.35,71.42,710.5,2.45,0.58,11.91,4.67,4.67,0.1,0.21,133.8,2.6,28.82,6.82,1.0,0.55,3.67,2.83,6.73
1292,28,28,27,175,189,83,0.0,2.9,79.5,1.0,0.86,0.2,5.0,5.0,0.08,0.61,41.47,2.25,0.0,0.0,4.09,0.5,3.82,2.58,6.19
1293,49,0,43,165,179,108,0.0,5.36,54.8,2.82,0.43,2.09,5.0,0.0,4.78,0.71,25.86,1.94,36.91,21.6,1.73,0.67,3.18,2.75,5.4
1294,38,0,50,181,195,119,0.0,76.0,833.55,2.55,0.45,5.36,5.0,2.5,0.02,0.32,78.63,3.99,31.82,6.64,1.73,0.67,3.36,2.67,3.28
1295,179,0,53,172,185,93,10.0,114.91,806.45,12.45,0.15,14.67,5.0,5.0,0.18,0.71,175.07,3.49,205.83,247.75,1.91,0.83,3.0,2.92,9.0
1296,72,36,41,294,264,85,8.35,89.36,746.09,4.18,0.47,10.91,5.0,5.0,1.47,0.19,203.32,11.44,53.0,1.73,5.92,0.83,4.5,2.92,7.95
1297,0.0,0,0,0,0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.59
1298,54,45,59,138,151,146,10.0,118.64,944.36,3.18,0.32,20.09,4.5,4.5,0.3,0.33,251.01,3.28,37.64,3.18,1.3,0.67,3.36,2.83,6.44
1299,29,2,10,26,25,47,5.0,160.5,1318.0,14.5,0.02,32.0,0.0,0.0,0.05,0.38,0.0,0.0,191.5,107.0,2.0,1.0,3.0,0.42,5.01
1300,41,0,17,276,288,72,5.0,79.18,659.55,2.18,0.63,9.0,5.0,0.0,0.13,0.46,165.71,2.59,52.91,17.27,4.91,0.92,4.73,2.83,7.61
1302,0.0,0,3,5,5,26,0.0,8.0,110.5,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.5,0.33,1.14
1303,72,22,49,179,192,89,0.0,21.64,185.1,6.0,0.36,8.45,5.0,5.0,4.84,0.82,45.72,2.23,142.91,125.25,2.09,0.83,3.73,2.75,5.01
1304,130,0,0,206,204,144,10.0,113.18,1212.0,5.18,0.25,30.42,5.0,5.0,0.27,0.23,167.37,3.48,117.18,22.64,2.91,1.09,3.27,3.0,10.0
1305,49,14,42,214,223,41,0.0,46.91,317.64,1.91,0.66,2.45,5.0,5.0,0.19,0.33,58.79,2.83,18.73,22.64,3.18,0.45,3.36,2.67,3.92
1306,33,0,7,138,135,76,5.0,68.56,609.89,3.3,0.43,10.44,3.5,3.5,0.68,0.27,94.85,1.9,42.7,13.2,2.22,0.33,4.3,2.25,6.05
1307,35,0,29,212,230,111,10.0,183.36,1456.27,2.36,0.64,29.58,5.0,5.0,0.26,0.09,310.83,3.51,46.45,0.0,2.09,1.09,5.08,3.0,8.83
1308,81,4,5,247,245,125,10.0,82.64,818.82,4.73,0.42,12.45,5.0,5.0,0.26,0.27,237.52,2.84,41.45,19.36,2.45,1.08,7.92,2.92,10.0
1309,45,35,62,157,172,101,5.0,84.18,937.0,3.75,0.51,14.25,5.0,0.0,0.19,0.29,194.05,3.06,43.45,10.91,1.64,0.75,3.25,2.92,8.07
1310,77,2,9,209,201,84,10.0,146.5,1261.64,4.64,0.26,32.5,5.0,5.0,0.46,0.3,250.69,2.89,152.55,19.73,1.18,1.45,4.73,2.92,10.0
1311,0.0,0,0,0,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.33
1312,0.0,0,0,0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1313,41,0,50,189,202,74,3.35,11.18,110.0,2.64,0.44,0.27,5.0,0.0,6.96,0.63,10.59,2.73,11.36,28.18,1.82,0.83,3.27,2.75,5.17
1314,20,2,22,235,233,88,5.0,16.82,156.0,1.18,0.83,2.36,5.0,0.0,0.09,0.35,10.11,7.9,5.91,11.82,2.09,1.0,7.92,2.83,6.82
1315,18,0,45,214,222,69,5.0,36.58,199.18,1.0,0.88,0.0,5.0,0.0,6.68,0.33,9.89,0.0,2.64,0.0,3.18,0.55,3.18,2.58,5.47
1316,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,6.35
1393,10,31,52,175,191,78,0.0,0.8,37.6,1.0,1.0,1.55,5.0,0.0,0.08,0.0,7.27,2.89,0.8,-1.0,4.09,0.5,3.45,2.67,6.87
1434,22,20,70,178,192,73,0.0,0.91,42.0,1.09,0.75,0.18,5.0,5.0,7.85,0.45,10.06,2.22,0.0,0.0,1.45,0.67,3.27,2.83,5.32
1462,38,0,7,189,197,94,0.0,43.82,517.82,2.18,0.47,6.09,5.0,5.0,0.09,0.32,73.25,3.7,26.91,2.27,3.09,0.55,3.91,2.83,4.3
1464,23,31,55,209,222,82,0.0,9.73,161.36,0.91,1.0,0.55,5.0,0.0,0.15,0.22,14.04,2.09,0.0,0.0,3.36,0.75,3.83,2.83,5.6
1465,31,0,41,178,191,105,5.0,166.17,1370.0,2.18,0.53,29.75,5.0,5.0,0.23,0.32,316.18,2.9,166.08,30.64,2.09,1.75,2.82,2.92,6.79
1565,33,20,42,225,235,70,5.0,27.36,321.73,1.64,0.68,4.08,5.0,0.0,0.06,0.15,55.26,2.33,13.91,8.55,3.27,0.75,3.82,2.83,5.02
1573,0.0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.23
1575,10,28,26,167,179,68,0.0,0.0,8.67,0.0,0.0,0.0,5.0,0.0,3.56,0.0,0.86,0.0,-1.0,-1.0,4.5,0.56,3.6,2.42,2.78
1610,16,2,59,191,204,53,0.0,3.09,64.0,1.18,0.65,0.0,5.0,0.0,4.57,0.25,1.73,0.0,0.73,4.08,1.82,0.83,3.55,2.67,6.27
1612,14,28,37,182,194,79,0.0,0.0,9.5,1.1,0.95,0.0,5.0,0.0,8.71,0.07,2.11,0.0,0.0,0.0,4.36,0.5,3.64,2.5,5.43
1667,0.0,0,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1697,0.0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1705,0.0,0,0,0,0,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1718,0.0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.48
1719,0.0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.48
1171,0.0,0,0,0,0,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1231,115,6,25,207,217,72,10.0,161.09,1001.73,7.0,0.21,12.18,4.67,0.0,0.21,0.46,200.23,3.4,95.36,108.92,2.09,0.73,4.75,2.92,6.55
1232,30,76,61,187,201,90,10.0,53.27,648.0,2.0,0.74,10.09,5.0,5.0,0.45,0.07,249.68,2.64,6.18,-1.0,1.45,1.92,4.0,2.92,10.0
1233,23,35,18,228,238,78,5.0,18.9,227.2,1.5,0.72,0.6,5.0,0.0,0.9,0.52,22.95,3.28,7.8,11.5,4.4,0.6,3.9,2.58,7.07
1234,89,3,27,193,207,73,5.0,179.83,1426.58,7.42,0.31,17.18,4.67,0.0,0.15,0.61,162.12,2.07,129.27,56.27,2.0,0.73,3.82,2.75,5.64
1235,19,38,68,230,240,42,0.0,2.5,71.6,1.73,0.86,0.0,5.0,0.0,4.53,0.37,7.41,2.92,2.6,6.0,4.0,0.91,4.55,2.58,4.8
1236,0.0,0,2,16,16,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,5.96,0.0,-1.0,-1.0,0.0,0.0,0.0,0.17,0.45
1237,27,32,68,229,239,40,0.0,6.45,117.0,1.64,0.7,0.18,5.0,0.0,7.11,0.63,25.89,1.99,10.91,2.5,4.18,0.55,3.82,2.58,4.19
1238,62,78,43,243,255,99,0.0,141.42,930.0,3.82,0.19,7.55,5.0,5.0,0.95,0.34,178.11,3.39,85.08,18.91,3.64,0.55,4.36,2.75,4.85
1239,37,41,27,256,265,46,5.0,0.1,140.09,1.82,0.85,0.5,5.0,0.0,13.11,0.35,1.33,0.0,5.64,13.18,4.73,0.64,4.33,2.75,4.51
1240,0.0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1241,0.0,0,0,0,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.86
1242,0.0,0,0,0,0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.79
1243,41,56,32,240,260,85,0.0,65.64,666.25,2.18,0.52,7.18,5.0,0.0,0.33,0.39,132.03,2.72,36.36,11.55,4.09,0.82,4.42,2.67,5.32
1244,11,16,2,166,176,64,0.0,0.0,9.25,1.0,1.0,0.0,4.5,0.0,0.31,0.18,5.73,5.08,0.0,0.0,3.25,0.78,4.0,2.25,4.18
1246,55,67,8,241,254,75,0.0,47.36,378.91,3.82,0.29,5.82,5.0,5.0,7.61,0.62,92.2,3.44,54.55,34.27,3.91,0.55,4.27,2.67,6.21
1247,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.13
1248,80,25,19,263,271,129,5.0,50.45,506.0,5.27,0.41,9.0,5.0,0.0,0.38,0.47,129.42,1.59,86.18,47.73,6.0,0.83,4.4,2.83,5.08
1249,0.0,0,0,0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.73
1250,204,18,63,223,246,207,8.35,249.58,2124.0,12.45,0.1,16.64,5.0,0.0,0.07,0.65,231.77,3.49,208.64,224.09,3.27,0.64,4.4,2.92,5.35
1251,16,38,33,221,235,91,0.0,45.0,329.91,1.33,0.64,4.45,5.0,5.0,1.06,0.25,74.37,2.57,33.91,0.09,3.73,0.64,3.92,2.75,5.73
1252,16,6,27,62,68,72,0.0,20.33,362.33,1.5,0.55,2.0,2.5,0.0,0.48,0.5,18.68,5.18,10.0,5.83,0.17,0.71,2.5,1.58,6.18
1253,73,29,11,252,261,46,8.35,20.45,242.73,1.8,0.72,4.0,5.0,0.0,0.18,0.58,26.77,2.56,55.0,56.09,4.64,0.64,4.42,2.75,6.01
1254,21,35,7,226,236,55,5.0,10.36,105.18,1.0,0.87,0.64,5.0,0.0,6.62,0.1,2.7,0.0,7.09,1.36,4.0,0.55,3.82,2.67,5.95
1255,34,42,13,259,268,72,8.35,27.55,337.33,2.27,0.72,1.55,5.0,0.0,2.25,0.32,50.0,3.23,12.82,11.82,6.0,0.64,4.0,2.92,6.57
1256,0.0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.17
1257,30,53,49,214,224,85,0.0,26.91,419.09,1.91,0.44,2.7,5.0,5.0,3.78,0.53,49.8,3.12,30.09,16.91,3.64,0.55,3.83,2.75,5.71
1258,35,38,17,227,237,90,1.65,4.91,90.36,1.0,0.95,1.09,5.0,0.0,0.03,0.29,10.77,1.55,7.82,0.0,3.82,0.55,4.27,2.83,6.4
1259,4,22,9,43,46,34,5.0,90.33,777.67,1.33,0.67,7.0,0.5,0.5,1.26,0.5,5.22,3.39,46.0,8.33,1.67,1.33,4.33,0.67,6.4
1261,34,17,39,226,235,39,0.0,4.55,79.36,1.18,0.75,0.27,5.0,0.0,7.04,0.12,1.48,0.0,0.73,0.0,3.73,0.83,3.73,2.83,3.65
1263,1,14,12,32,32,75,0.0,62.5,563.0,0.5,0.5,5.5,0.5,0.5,2.38,0.0,24.32,1.87,44.5,-1.0,4.0,1.0,2.5,0.42,1.17
1264,19,0,51,96,96,77,0.0,206.8,1798.8,3.8,0.32,16.0,1.5,1.5,0.57,0.21,43.44,3.57,131.0,21.2,5.6,0.4,3.6,1.08,6.57
1266,0.0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.03
