Id,attempts,comments,blank_line,lloc,sloc,system_access,exam_grade_codebench,delete_average,average_log_rows,submission_per_exercise,sucess_average,test_average,exercises_list_grade,exercises_list_grade_check_plagiarism,copy_paste_proportion,sintaxe_error,IDE_usage,keystroke_latency,jadud,watson,cont_condition,cont_cicle,cont_variable,error,Media_final
1088,0.0,0,0,0,0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1175,0.0,0,0,0,0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1278,17,0,22,139,139,61,0.0,30.71,451.57,2.12,0.49,6.29,3.0,3.0,0.22,0.53,28.76,3.04,40.14,28.62,1.38,1.43,3.0,1.83,2.59
1279,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.01
1280,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1281,92,0,5,165,165,57,10.0,82.82,1057.58,5.64,0.4,14.67,5.0,5.0,0.01,0.46,131.68,4.12,37.0,24.64,1.45,1.33,5.25,3.0,8.31
1283,81,0,12,151,151,46,10.0,92.42,742.67,6.75,0.51,3.5,5.0,2.5,0.01,0.54,68.86,4.55,43.0,46.82,0.91,1.55,4.08,2.92,8.39
1284,41,12,1,178,178,88,5.0,27.82,457.91,3.42,0.57,4.91,5.0,0.0,0.0,0.1,85.79,3.2,4.73,3.64,1.55,1.36,5.42,2.75,8.67
1285,15,0,4,132,132,67,10.0,36.17,262.67,1.09,0.95,2.09,5.0,2.5,0.0,0.0,21.56,4.65,1.73,1.36,0.73,2.0,3.25,2.83,7.93
1286,22,0,1,102,96,135,10.0,72.27,678.73,1.45,0.78,16.08,5.0,5.0,0.04,0.09,109.95,3.5,11.45,0.0,0.92,1.36,2.73,3.0,6.65
1287,15,0,0,34,34,27,5.0,116.67,939.33,5.0,0.02,7.67,0.0,0.0,0.05,0.33,10.18,3.0,44.67,31.67,1.0,0.0,5.67,0.58,5.39
1289,0.0,0,0,0,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,3.91
1290,0.0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.11
1291,46,0,24,125,122,45,5.0,41.0,454.27,3.09,0.51,6.73,5.0,0.0,0.01,0.2,89.16,2.57,15.09,15.18,0.92,1.42,3.09,2.83,6.73
1292,20,0,0,120,120,71,5.0,44.9,479.4,2.0,0.68,2.78,4.5,4.5,-1.0,0.4,66.14,2.26,16.0,10.56,1.56,1.44,4.1,2.5,6.19
1293,28,8,18,128,128,91,0.0,27.91,314.92,1.91,0.6,2.75,5.0,2.5,0.0,0.5,49.28,2.61,11.82,17.55,0.73,1.91,2.82,2.75,5.4
1294,37,22,51,120,120,106,0.0,113.3,671.9,2.2,0.52,4.1,5.0,5.0,0.99,0.51,68.72,4.06,31.6,11.0,0.7,2.0,3.0,2.58,3.28
1295,116,0,45,120,120,75,10.0,88.55,627.09,6.64,0.2,6.0,5.0,5.0,0.06,0.52,148.7,2.81,60.64,110.5,0.92,1.45,3.09,3.0,9.0
1296,19,35,80,169,169,71,5.0,61.0,542.73,1.36,0.85,5.55,5.0,5.0,1.1,0.05,89.5,2.44,1.91,0.0,0.91,1.36,5.33,2.83,7.95
1297,37,10,1,128,128,47,0.0,43.44,498.44,3.7,0.42,5.1,5.0,3.35,0.01,0.27,52.42,4.63,16.78,18.22,1.0,1.33,4.5,2.5,1.59
1298,43,36,47,125,125,131,0.0,96.45,871.73,2.27,0.32,13.45,4.83,4.83,0.17,0.3,240.35,3.04,18.82,0.0,0.91,1.92,2.82,2.67,6.44
1299,23,10,35,124,124,45,0.0,12.0,391.22,2.3,0.67,0.78,4.5,4.5,-1.0,0.22,48.11,2.39,5.22,0.0,1.22,2.1,3.22,2.42,5.01
1300,25,0,22,138,138,64,10.0,23.25,221.67,1.55,0.88,1.27,5.0,2.5,0.03,0.12,27.96,2.51,3.82,0.0,0.73,2.0,3.67,2.83,7.61
1302,0.0,0,4,6,6,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.17,1.14
1303,182,26,18,111,111,76,5.0,98.91,914.36,11.36,0.13,14.73,5.0,5.0,0.65,0.19,119.92,2.2,116.75,49.09,0.91,1.55,2.82,2.75,5.01
1304,19,30,10,148,148,121,10.0,55.73,650.82,1.18,0.91,8.64,5.0,2.5,0.16,0.11,83.85,3.43,8.64,1.36,0.82,1.09,3.82,2.92,10.0
1305,12,0,22,100,100,33,5.0,6.0,91.78,1.0,0.94,0.33,4.0,0.0,0.0,0.17,0.7,0.0,1.22,0.0,0.44,1.22,3.9,2.25,3.92
1306,61,0,31,179,179,70,0.0,110.1,1023.36,5.55,0.2,15.2,5.0,5.0,0.06,0.39,193.75,1.84,55.82,25.4,1.4,1.4,4.9,2.42,6.05
1307,34,4,25,155,155,93,10.0,74.45,745.0,1.6,0.66,7.64,5.0,5.0,0.16,0.21,161.04,2.56,4.09,0.0,1.36,1.27,4.45,3.0,8.83
1308,36,0,5,132,132,105,10.0,29.18,352.25,3.0,0.57,4.0,5.0,3.35,0.05,0.36,77.6,2.13,12.36,16.18,0.73,1.36,4.58,3.0,10.0
1309,22,5,34,140,140,86,5.0,64.0,701.5,1.64,0.63,6.18,5.0,3.35,0.0,0.18,118.54,3.17,5.55,-1.0,1.27,1.45,4.08,2.83,8.07
1310,100,0,6,162,162,68,10.0,79.73,727.55,3.64,0.5,10.55,5.0,5.0,0.22,0.72,178.87,2.39,15.36,9.73,0.91,1.27,5.17,2.92,10.0
1311,0.0,0,0,0,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.33
1312,0.0,0,0,0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1313,20,0,22,137,137,69,5.0,3.0,49.82,1.09,1.0,0.09,5.0,0.0,0.0,0.2,0.47,0.0,0.0,0.0,0.73,2.09,3.5,2.58,5.17
1314,24,0,18,127,127,79,10.0,65.18,630.75,1.55,0.58,4.7,5.0,3.75,0.0,0.25,96.44,3.08,24.73,8.27,0.92,1.18,4.08,2.92,6.82
1315,13,0,16,79,79,64,5.0,25.29,256.14,1.0,0.52,2.86,2.5,2.5,1.79,0.23,15.72,3.66,3.71,0.0,0.5,1.75,4.12,1.75,5.47
1316,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,6.35
1393,6,0,8,76,76,73,5.0,111.67,1059.67,1.0,0.5,16.5,1.5,0.0,0.02,0.17,58.07,2.52,23.17,-1.0,1.67,1.33,4.67,1.33,6.87
1434,49,22,35,133,133,67,5.0,8.91,186.73,2.64,0.42,2.82,5.0,5.0,0.91,0.33,48.08,4.52,8.09,12.5,0.82,1.82,3.17,2.58,5.32
1462,14,5,24,131,131,84,0.0,11.09,117.27,1.0,0.95,2.36,5.0,0.5,-1.0,0.21,7.05,4.03,4.55,0.0,1.27,1.17,4.0,2.67,4.3
1464,60,0,20,159,159,75,5.0,45.42,453.45,3.27,0.69,7.0,5.0,5.0,0.09,0.13,101.64,2.35,21.18,17.64,1.36,1.5,4.18,2.92,5.6
1465,38,0,31,139,139,85,5.0,65.64,696.45,1.82,0.63,10.91,5.0,5.0,0.16,0.26,275.81,2.26,29.09,9.55,0.73,3.45,2.92,2.92,6.79
1565,69,0,17,107,107,59,10.0,37.0,406.45,4.9,0.16,2.82,4.0,4.0,0.16,0.71,43.91,2.17,52.2,74.9,0.4,1.1,3.91,2.67,5.02
1573,0.0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.23
1575,59,0,10,120,120,60,5.0,18.33,268.33,5.11,0.19,2.56,4.0,3.2,0.02,0.76,46.87,2.17,78.5,101.0,1.56,1.44,4.1,2.33,2.78
1610,11,14,22,123,123,51,5.0,0.18,9.82,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.64,0.0,-1.0,-1.0,0.82,1.82,2.36,2.92,6.27
1612,77,0,47,118,118,72,5.0,53.36,595.64,2.0,0.54,8.91,4.33,2.9,0.03,0.51,80.38,3.0,55.6,12.9,1.3,1.18,3.36,2.58,5.43
1667,0.0,0,0,14,14,47,0.0,3.0,171.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.87,0.0,-1.0,-1.0,5.0,11.5,20.0,0.25,0.0
1697,0.0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1705,0.0,0,0,0,0,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1718,0.0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.48
1719,0.0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.48
1171,0.0,0,0,0,0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1231,107,0,31,146,146,64,10.0,137.08,974.0,7.0,0.35,10.27,5.0,5.0,0.09,0.53,111.07,3.62,37.0,48.91,1.18,1.33,4.27,3.0,6.55
1232,23,78,60,154,154,75,10.0,72.75,612.09,1.09,0.95,8.27,5.0,5.0,0.23,0.3,167.8,2.57,4.2,0.0,1.27,1.75,3.82,3.0,10.0
1233,40,22,59,134,134,70,5.0,117.82,1116.55,2.36,0.62,9.4,5.0,5.0,0.22,0.55,135.03,2.9,53.55,6.91,0.91,1.55,3.36,2.75,7.07
1234,72,0,31,135,135,62,5.0,62.73,636.55,4.27,0.4,10.27,5.0,5.0,0.01,0.43,100.85,2.2,32.36,17.09,0.64,1.5,4.08,2.92,5.64
1235,36,8,18,68,68,35,5.0,126.6,1057.4,7.2,0.11,1.8,1.5,1.5,0.02,0.81,44.18,2.92,69.6,125.4,1.8,1.6,6.0,1.17,4.8
1236,9,0,23,76,76,44,0.0,85.33,619.4,1.5,0.33,4.33,1.5,0.75,0.0,0.44,62.95,1.98,5.2,2.0,1.33,2.0,4.5,1.25,0.45
1237,52,0,5,27,27,34,5.0,145.5,1285.0,26.0,0.03,28.0,0.0,0.0,0.08,0.38,0.0,0.0,279.5,208.0,1.5,1.5,6.5,0.42,4.19
1238,20,48,58,134,134,86,0.0,209.0,1851.17,1.0,0.72,16.55,5.0,5.0,0.25,0.3,276.52,3.28,96.27,11.0,0.91,1.36,3.92,2.75,4.85
1239,24,14,43,141,141,39,5.0,16.73,158.36,1.36,0.93,1.55,5.0,0.0,0.0,0.33,1.09,0.0,6.64,2.27,1.0,1.64,4.08,2.83,4.51
1240,0.0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1241,0.0,0,0,0,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.86
1242,13,10,11,64,64,46,0.0,55.17,528.4,2.17,0.32,15.67,2.0,0.0,0.0,0.46,66.87,2.92,41.2,28.83,1.33,1.5,4.0,1.33,0.79
1243,20,6,56,131,131,65,5.0,89.9,785.4,1.67,0.67,12.64,5.0,5.0,0.03,0.2,190.78,2.76,49.64,0.0,1.08,1.55,3.75,2.83,5.32
1244,76,21,33,125,125,60,5.0,45.36,565.83,4.73,0.4,2.55,5.0,4.0,0.0,0.8,91.58,2.22,89.27,88.0,1.33,1.64,3.45,2.75,4.18
1246,66,50,41,136,136,63,5.0,27.18,253.0,4.27,0.58,5.82,5.0,5.0,7.08,0.42,40.12,3.12,28.45,16.09,0.91,1.55,4.0,2.83,6.21
1247,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.13
1248,105,26,59,144,144,111,1.65,36.36,364.45,4.64,0.47,3.73,5.0,0.0,0.06,0.34,86.84,1.67,59.64,67.73,1.42,1.8,3.64,2.83,5.08
1249,0.0,0,0,0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.73
1250,120,8,3,115,115,171,0.0,143.67,1167.78,4.44,0.37,20.3,5.0,3.75,0.0,0.21,231.37,3.21,57.5,46.33,1.3,1.88,3.5,2.5,5.35
1251,31,21,31,122,122,70,5.0,94.58,583.75,1.82,0.71,9.82,5.0,2.5,0.14,0.23,83.11,2.45,52.82,0.0,1.25,1.73,3.58,2.83,5.73
1252,22,52,41,123,123,66,5.0,32.8,620.3,1.6,0.61,2.9,4.5,4.5,0.03,0.5,74.62,3.55,19.1,10.9,1.36,1.7,4.27,2.5,6.18
1253,56,30,19,127,127,41,0.0,14.6,154.8,3.0,0.7,3.2,5.0,5.0,0.13,0.68,36.91,2.68,37.6,33.3,1.36,1.6,3.91,2.58,6.01
1254,21,21,37,134,134,52,5.0,23.33,184.82,1.36,0.88,4.09,5.0,0.0,0.01,0.29,16.83,3.46,6.9,3.64,1.33,1.64,3.83,2.92,5.95
1255,61,22,34,132,132,57,0.0,35.18,421.09,5.08,0.45,2.91,5.0,0.0,0.02,0.7,98.5,2.18,55.82,103.92,1.33,1.45,3.36,2.83,6.57
1256,0.0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.17
1257,40,46,53,129,129,63,0.0,40.09,433.55,1.73,0.58,2.18,5.0,5.0,1.53,0.12,63.56,2.43,12.36,2.36,0.91,1.45,3.36,2.75,5.71
1258,32,12,35,142,142,75,5.0,53.64,529.09,2.18,0.54,6.27,5.0,0.0,0.12,0.47,59.82,2.41,44.55,17.09,1.0,1.64,4.17,2.75,6.4
1259,4,37,4,47,47,30,10.0,45.5,443.75,0.0,0.0,5.25,1.0,1.0,0.01,0.0,8.75,2.31,37.75,-1.0,2.0,1.5,4.75,1.0,6.4
1261,70,18,54,142,142,35,5.0,11.36,95.36,2.55,0.69,1.64,5.0,0.5,-1.0,0.77,7.37,0.0,30.55,37.64,0.91,1.45,4.33,2.92,3.65
1263,13,25,34,131,131,68,0.0,170.71,1338.38,1.0,0.14,23.75,1.5,1.5,0.11,0.69,334.97,1.59,154.5,5.0,1.57,2.14,5.38,1.5,1.17
1264,40,0,40,94,94,72,5.0,89.75,1034.88,3.38,0.15,9.75,2.0,2.0,0.01,0.55,85.83,2.84,110.44,39.0,0.67,1.5,4.33,1.92,6.57
1266,0.0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.03
