Id,attempts,comments,blank_line,lloc,sloc,system_access,exam_grade_codebench,delete_average,average_log_rows,submission_per_exercise,sucess_average,test_average,exercises_list_grade,exercises_list_grade_check_plagiarism,copy_paste_proportion,sintaxe_error,IDE_usage,keystroke_latency,jadud,watson,cont_condition,cont_cicle,cont_variable,error,Media_final
1168,0.0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1502,0.0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.01
1591,41,17,46,342,342,101,5.0,13.75,220.38,1.28,0.86,0.96,6.67,1.8,0.03,0.17,85.32,1.59,3.12,2.6,1.2,1.12,4.88,2.08,9.0
2182,19,14,21,215,215,65,0.0,5.4,38.8,1.0,0.89,0.13,4.17,1.0,-1.0,0.05,23.14,2.37,1.31,0.0,1.19,1.06,4.06,1.38,5.0
2306,0.0,0,0,0,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
2495,100,14,32,318,318,145,5.0,94.12,604.04,2.8,0.71,16.72,6.67,2.07,0.0,0.16,378.06,2.89,20.96,4.6,1.08,1.08,4.12,2.04,9.0
2535,0.0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
2613,2,0,3,8,8,8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.08,1.0
2639,0.0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
2869,0.0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
3031,81,11,71,306,306,172,5.0,27.8,231.0,2.04,0.67,2.6,6.67,2.07,0.13,0.49,73.63,3.22,7.58,9.6,1.0,1.08,4.08,2.12,9.0
3222,35,14,43,341,341,71,10.0,31.4,314.96,1.08,1.0,3.33,6.67,4.0,0.03,0.11,161.93,2.85,5.88,0.0,1.12,1.08,4.56,2.19,9.0
3223,28,7,30,141,141,47,0.0,15.54,165.15,1.54,0.63,1.69,3.33,1.67,-1.0,0.43,29.02,3.06,13.62,7.92,0.38,1.0,4.23,1.12,8.0
3224,73,14,26,154,154,31,10.0,29.38,238.54,4.08,0.46,2.31,3.33,2.23,0.0,0.48,29.6,3.38,11.46,20.77,0.62,0.0,4.31,1.19,9.0
3225,113,10,67,336,336,103,5.0,18.38,199.38,2.96,0.65,1.79,6.67,0.93,0.0,0.18,87.74,3.5,5.33,8.4,1.08,1.08,4.6,2.15,9.0
3226,12,0,14,195,195,32,0.0,0.0,5.08,1.0,1.0,0.0,3.33,0.0,-1.0,0.0,0.34,0.0,0.0,-1.0,1.42,1.17,4.42,1.0,6.0
3227,19,14,30,237,237,26,10.0,8.5,167.38,1.0,1.0,0.5,4.17,1.79,0.0,0.05,36.99,2.88,0.0,-1.0,1.44,1.12,4.38,1.38,5.0
3228,12,0,15,200,200,22,0.0,0.0,29.85,1.0,1.0,0.0,3.33,0.0,0.0,0.0,0.59,0.0,-1.0,-1.0,1.38,1.08,4.31,1.08,2.0
3229,0.0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
3230,13,29,38,157,157,72,5.0,48.21,480.93,1.0,1.0,7.36,3.33,2.36,0.0,0.0,208.72,2.32,24.79,-1.0,0.36,1.0,4.86,1.23,9.0
3231,27,11,29,294,294,28,0.0,0.09,5.87,1.0,1.0,0.0,6.39,0.0,-1.0,0.15,0.47,0.0,0.0,0.0,0.77,1.04,4.39,1.88,8.0
3232,23,11,20,143,143,31,0.0,2.31,43.23,1.15,0.9,0.0,3.33,0.0,-1.0,0.09,0.66,0.0,0.0,0.0,0.38,0.0,4.15,1.19,9.0
3233,32,11,36,337,337,68,10.0,0.56,13.16,1.0,1.0,0.29,6.67,0.0,-1.0,0.16,0.84,0.0,0.0,0.0,1.08,1.08,4.6,2.04,8.79
3234,27,17,28,310,310,21,5.0,7.91,52.7,1.0,0.94,0.78,6.39,1.28,0.0,0.0,42.73,2.08,1.26,-1.0,0.83,1.08,4.5,1.96,4.0
3235,52,6,13,149,149,42,5.0,28.54,185.08,1.38,0.93,3.77,3.33,2.23,0.01,0.69,56.01,1.78,15.92,5.0,0.71,0.0,4.15,1.12,9.0
3236,44,14,46,328,328,46,0.0,13.0,185.36,1.17,0.85,2.16,6.67,1.27,0.0,0.34,55.24,2.69,3.62,0.0,0.96,1.08,4.68,2.0,9.0
3237,316,11,55,338,338,159,10.0,31.67,464.24,8.6,0.41,4.35,6.67,5.94,0.0,0.71,210.76,2.73,99.56,140.4,1.08,1.08,4.56,2.5,8.47
3238,63,14,28,343,343,50,5.0,19.29,184.24,1.64,0.89,3.16,6.67,0.47,0.0,0.17,84.38,1.9,3.96,2.08,1.28,1.08,4.88,2.08,8.0
3239,53,10,39,332,332,85,0.0,8.83,163.54,1.8,0.68,0.17,6.67,0.53,0.01,0.3,40.61,3.39,0.33,2.78,1.08,1.08,4.6,2.23,9.0
3240,45,11,34,329,329,91,0.0,3.25,40.83,1.17,0.74,1.12,6.58,0.0,0.0,0.22,23.46,2.91,6.08,5.72,1.0,1.08,4.56,2.0,9.0
3241,2,7,12,26,26,58,0.0,90.25,494.25,0.5,0.5,6.5,0.56,0.56,0.03,0.0,65.24,1.95,43.25,-1.0,0.75,0.0,4.5,0.27,2.0
3242,54,14,45,335,335,40,0.0,9.5,107.5,1.62,0.74,0.5,6.67,0.93,0.0,0.24,51.64,2.03,2.96,5.52,1.04,1.08,4.64,2.08,6.0
3243,15,17,30,149,149,83,0.0,6.58,71.08,1.0,0.9,0.5,3.33,2.23,0.0,0.07,23.0,2.02,1.08,1.25,0.92,1.0,5.54,1.04,5.57
3244,36,17,34,146,146,47,5.0,15.62,125.62,1.31,0.71,3.0,3.33,1.67,-1.0,0.36,17.14,1.59,32.0,4.69,0.42,1.0,5.07,1.08,9.0
3245,18,6,51,150,150,49,5.0,51.93,551.92,1.15,0.83,3.42,3.33,2.5,0.03,0.17,112.92,3.38,8.54,0.0,0.71,0.0,4.36,1.23,8.0
3246,48,14,43,347,347,65,10.0,15.54,291.79,1.29,0.93,0.5,6.67,6.67,0.0,0.19,119.68,2.54,0.54,3.64,1.08,1.08,4.84,2.35,9.0
3247,2,0,2,6,6,16,0.0,18.5,234.0,0.0,0.0,0.0,0.0,0.0,0.27,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.15,5.0
3248,55,17,45,349,349,42,0.0,2.29,43.38,1.52,0.81,1.12,6.67,0.0,1.2,0.35,12.47,2.3,4.16,3.6,1.08,1.08,5.04,2.15,3.0
3265,14,11,35,153,153,40,5.0,12.54,121.46,0.0,1.0,2.33,3.33,1.67,0.02,0.07,19.27,3.41,5.46,-1.0,0.69,0.0,4.15,1.12,9.0
3273,34,4,23,149,149,53,5.0,33.23,379.38,2.08,0.55,0.77,3.33,3.33,-1.0,0.35,25.79,5.11,11.85,11.08,0.46,0.0,4.79,1.27,9.0
3274,35,9,33,142,142,15,0.0,2.25,9.36,2.0,0.65,0.17,3.06,0.52,0.02,0.51,10.51,1.33,6.5,14.58,0.58,1.0,5.15,1.0,1.0
3275,4,0,3,8,8,17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.75,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.08,1.0
3276,36,14,30,143,143,96,5.0,23.92,188.23,1.46,0.83,5.77,3.33,1.67,0.05,0.28,34.6,4.15,12.23,3.08,0.62,0.0,4.36,1.15,8.0
3277,38,14,42,141,141,45,5.0,39.77,304.17,1.83,0.55,5.31,3.33,2.5,0.0,0.53,66.77,3.47,43.08,21.15,0.54,0.0,4.36,1.23,8.0
3278,27,28,36,148,148,28,0.0,2.79,94.86,1.36,0.65,0.36,3.33,0.97,0.0,0.22,20.31,2.03,4.29,1.79,0.36,0.0,4.47,1.23,1.89
3279,47,17,13,56,56,52,0.0,24.86,248.86,3.86,0.42,1.57,0.83,0.0,0.0,0.47,36.3,2.22,18.57,30.71,0.0,1.0,3.14,0.65,3.0
3280,0.0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
3404,0.0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0
3446,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
3447,35,10,35,338,338,43,5.0,4.76,50.4,1.12,0.98,0.22,6.67,0.8,0.0,0.2,23.68,2.45,0.0,2.52,1.08,1.08,4.6,2.08,8.0
3448,57,12,33,154,154,30,5.0,31.0,303.5,3.23,0.43,1.54,3.15,0.0,0.06,0.47,39.67,2.25,11.0,26.15,0.38,0.0,5.07,1.23,3.0
3503,29,10,21,190,190,21,0.0,8.44,262.41,1.41,0.8,0.75,4.72,4.72,-1.0,0.34,93.07,1.66,7.19,5.62,0.59,1.0,4.06,1.58,9.0
3504,0.0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.02
3633,0.0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.06
1085,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.07
1168,0.0,0,0,0,0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1456,31,14,16,162,162,49,6.67,56.57,554.5,1.79,0.69,8.15,3.33,1.67,0.03,0.19,109.84,2.86,22.0,2.93,0.38,0.0,4.8,1.19,5.0
1571,0.0,0,0,0,0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0
1683,31,20,11,183,183,55,6.67,129.79,911.53,1.33,0.4,16.67,2.22,2.22,0.04,0.32,237.09,2.64,14.65,0.65,0.56,1.5,3.0,1.44,8.0
1770,0.0,0,0,0,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
2198,5,14,14,40,40,10,0.0,31.0,302.5,1.25,0.75,5.0,0.83,0.83,0.14,0.0,30.33,2.0,3.25,-1.0,0.75,0.0,4.75,0.3,0.43
2371,18,12,18,111,111,22,0.0,91.5,541.11,1.44,0.37,17.7,1.67,1.67,0.09,0.39,162.24,2.65,36.44,3.89,0.33,0.0,5.0,0.74,0.0
2372,0.0,7,4,8,8,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.02,0.0,-1.0,-1.0,0.0,0.0,0.0,0.07,0.0
2377,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
2390,0.0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
2445,7,14,24,77,77,40,0.0,57.44,477.88,0.25,0.24,6.67,0.83,0.62,0.4,0.57,84.84,3.24,51.44,0.0,1.11,1.0,4.0,0.63,0.13
